player_id,positive_drivers,negative_drivers
616341,age (+0.668); assists/90 last season (+0.089); 3-season average output (+0.082); minutes last season (+0.079); position: Defender (+0.078),league context (-0.219); gap since last season (-0.100); seasons of top-5 history (-0.038); minutes per appearance (-0.038); height (-0.032)
616344,age (+0.620); league minutes (+0.119); seasons of top-5 history (+0.061); goals per 90 (+0.045); output consistency (+0.042),league context (-0.205); minutes per appearance (-0.169); minutes last season (-0.136); position: Defender (-0.066); 3-season average minutes (-0.059)
616369,age (+0.420); assists per 90 (+0.064); 3-season average output (+0.040); goals/90 last season (+0.031); league context (+0.030),league minutes (-0.301); minutes per appearance (-0.194); club squad rotation (-0.120); position: Defender (-0.072); position: Midfield (-0.064)
616631,age (+0.595); minutes last season (+0.219); height (+0.051); position: Defender (+0.048); assists/90 last season (+0.032),club squad rotation (-0.233); goals per 90 (-0.090); minutes per appearance (-0.086); league context (-0.085); goal contributions per 90 (-0.064)
617074,age (+0.769); league minutes (+0.175); position: Midfield (+0.087); league context (+0.066); disciplinary record (+0.025),goal contributions per 90 (-0.191); gap since last season (-0.134); minutes last season (-0.105); minutes per appearance (-0.083); 3-season average minutes (-0.074)
617081,age (+0.594); league minutes (+0.219); minutes last season (+0.171); goal contributions per 90 (+0.160); goals per 90 (+0.063),club squad rotation (-0.128); 3-season average minutes (-0.059); position: Defender (-0.059); position: Midfield (-0.054); seasons of top-5 history (-0.025)
618341,age (+0.363); league minutes (+0.264); league context (+0.110); club squad rotation (+0.095); minutes per appearance (+0.086),goal contributions per 90 (-0.234); 3-season average minutes (-0.067); assists per 90 (-0.032); seasons of top-5 history (-0.030); disciplinary record (-0.030)
618425,age (+0.367); goals per 90 (+0.047); assists/90 last season (+0.042); 3-season average output (+0.024),gap since last season (-0.257); league context (-0.212); league minutes (-0.186); 3-season average minutes (-0.099); minutes last season (-0.089)
618472,age (+0.825); minutes last season (+0.187); 3-season average minutes (+0.171); seasons of top-5 history (+0.049); club squad rotation (+0.046),goal contributions per 90 (-0.186); league minutes (-0.150); goals per 90 (-0.086); league context (-0.043); height (-0.035)
618809,age (+0.472); seasons of top-5 history (+0.241); league minutes (+0.170); 3-season average minutes (+0.133); league context (+0.069),goal contributions per 90 (-0.248); position: Midfield (-0.049); assists per 90 (-0.034); club squad rotation (-0.032); disciplinary record (-0.023)
618813,age (+0.425); goals per 90 (+0.041); minutes consistency (+0.011); gap since last season (+0.011); appearances (+0.008),league minutes (-0.285); minutes per appearance (-0.124); minutes last season (-0.121); 3-season average minutes (-0.087); club squad rotation (-0.058)
620322,age (+0.760); league context (+0.378); 3-season average minutes (+0.086); minutes last season (+0.065); 3-season average output (+0.053),goal contributions per 90 (-0.231); height (-0.103); goals per 90 (-0.063); position: Midfield (-0.045); minutes per appearance (-0.024)
622380,age (+0.540); position: Midfield (+0.167); height (+0.159); goals per 90 (+0.050); disciplinary record (+0.025),league minutes (-0.410); club squad rotation (-0.160); minutes last season (-0.154); 3-season average minutes (-0.073); minutes per appearance (-0.065)
623024,age (+0.532); position: Defender (+0.022); gap since last season (+0.010); minutes consistency (+0.007); change in contributions/90 (+0.002),league minutes (-0.535); goal contributions per 90 (-0.253); club squad rotation (-0.172); minutes last season (-0.139); goals per 90 (-0.102)
623521,age (+0.339); height (+0.040); goals per 90 (+0.038); goals/90 last season (+0.025); minutes last season (+0.020),league minutes (-0.294); club squad rotation (-0.211); minutes per appearance (-0.135); league context (-0.112); goal contributions per 90 (-0.103)
623570,league context (+0.413); age (+0.350); league minutes (+0.162); goal contributions per 90 (+0.118); club squad rotation (+0.051),position: Defender (-0.069); 3-season average minutes (-0.061); position: Midfield (-0.046); height (-0.044); assists per 90 (-0.034)
624037,age (+0.546); seasons of top-5 history (+0.352); 3-season average minutes (+0.182); minutes last season (+0.159); position: Midfield (+0.075),goal contributions per 90 (-0.224); league context (-0.130); height (-0.072); assists per 90 (-0.054); league minutes (-0.049)
624690,age (+0.585); league minutes (+0.161); 3-season average minutes (+0.143); position: Midfield (+0.094); goals per 90 (+0.033),goal contributions per 90 (-0.182); club squad rotation (-0.070); assists per 90 (-0.038); height (-0.038); minutes consistency (-0.023)
624942,age (+0.640); league minutes (+0.193); goal contributions per 90 (+0.129); goals per 90 (+0.060); assists per 90 (+0.052),club squad rotation (-0.185); minutes last season (-0.135); league context (-0.112); 3-season average minutes (-0.056); position: Midfield (-0.047)
625014,age (+0.276); minutes per appearance (+0.090); height (+0.061); league context (+0.040); gap since last season (+0.018),league minutes (-0.344); goal contributions per 90 (-0.271); minutes last season (-0.130); club squad rotation (-0.105); goals per 90 (-0.089)
625047,age (+0.365); position: Midfield (+0.107); gap since last season (+0.017); goals per 90 (+0.015); minutes consistency (+0.009),goal contributions per 90 (-0.237); club squad rotation (-0.139); league minutes (-0.083); 3-season average minutes (-0.080); height (-0.078)
625202,age (+0.129); goals per 90 (+0.056); position: Defender (+0.029); height (+0.027); minutes consistency (+0.023),goal contributions per 90 (-0.332); club squad rotation (-0.213); league minutes (-0.207); league context (-0.174); minutes last season (-0.096)
625651,age (+0.258); position: Midfield (+0.176); height (+0.150); minutes per appearance (+0.045); disciplinary record (+0.024),league minutes (-0.327); goal contributions per 90 (-0.137); minutes last season (-0.134); goals per 90 (-0.106); 3-season average minutes (-0.085)
626724,goal contributions per 90 (+0.627); age (+0.543); league context (+0.379); goals per 90 (+0.085); assists per 90 (+0.083),club squad rotation (-0.090); position: Defender (-0.041); position: Midfield (-0.035); seasons of top-5 history (-0.026); minutes consistency (-0.015)
626913,goal contributions per 90 (+0.192); seasons of top-5 history (+0.170); league minutes (+0.141); 3-season average output (+0.096); league context (+0.076),minutes per appearance (-0.134); minutes last season (-0.074); position: Midfield (-0.065); position: Defender (-0.053); minutes consistency (-0.051)
627442,age (+0.670); goal contributions per 90 (+0.632); contributions/90 last season (+0.180); league minutes (+0.155); height (+0.103),league context (-0.142); position: Midfield (-0.055); 3-season average minutes (-0.046); minutes per appearance (-0.034); appearances (-0.032)
628366,age (+0.431); goal contributions per 90 (+0.145); league minutes (+0.118); assists per 90 (+0.085); goals per 90 (+0.053),club squad rotation (-0.156); minutes per appearance (-0.132); 3-season average minutes (-0.058); position: Midfield (-0.047); position: Defender (-0.044)
628498,age (+0.345); league minutes (+0.181); goals per 90 (+0.031); assists per 90 (+0.023); league context (+0.018),minutes last season (-0.137); minutes per appearance (-0.108); 3-season average minutes (-0.078); position: Midfield (-0.064); goal contributions per 90 (-0.036)
632896,age (+0.455); position: Defender (+0.026); gap since last season (+0.012); minutes consistency (+0.009); change in contributions/90 (+0.003),league minutes (-0.349); goal contributions per 90 (-0.247); minutes last season (-0.141); 3-season average minutes (-0.084); goals per 90 (-0.079)
633454,goal contributions per 90 (+0.841); age (+0.196); goals per 90 (+0.073); assists per 90 (+0.067); appearances (+0.065),league minutes (-0.301); league context (-0.130); minutes per appearance (-0.067); contributions/90 last season (-0.054); minutes last season (-0.043)
633530,age (+0.146); position: Defender (+0.064); goals per 90 (+0.038); height (+0.033); goals/90 last season (+0.023),league minutes (-0.239); club squad rotation (-0.200); league context (-0.139); minutes last season (-0.103); 3-season average minutes (-0.095)
633668,age (+0.565); height (+0.098); position: Midfield (+0.094); goal contributions per 90 (+0.069); goals per 90 (+0.054),league minutes (-0.422); minutes per appearance (-0.239); minutes last season (-0.115); 3-season average minutes (-0.071); club squad rotation (-0.049)
634131,age (+0.598); league minutes (+0.276); 3-season average minutes (+0.161); league context (+0.146); minutes last season (+0.138),height (-0.054); seasons of top-5 history (-0.021); goal contributions per 90 (-0.021); assists/90 last season (-0.020); position: Defender (-0.019)
634431,age (+0.551); minutes last season (+0.097); position: Midfield (+0.095); league context (+0.019); gap since last season (+0.017),league minutes (-0.483); goal contributions per 90 (-0.208); club squad rotation (-0.115); minutes per appearance (-0.081); 3-season average minutes (-0.069)
636093,age (+0.379); height (+0.087); minutes last season (+0.058); position: Defender (+0.035); gap since last season (+0.022),league minutes (-0.303); goal contributions per 90 (-0.201); 3-season average minutes (-0.089); minutes per appearance (-0.058); goals per 90 (-0.050)
636688,age (+0.808); league minutes (+0.136); 3-season average minutes (+0.072); position: Defender (+0.045); league context (+0.043),goals per 90 (-0.104); height (-0.096); goal contributions per 90 (-0.090); club squad rotation (-0.057); seasons of top-5 history (-0.040)
636695,age (+0.566); position: Midfield (+0.139); height (+0.055); goals per 90 (+0.036); assists per 90 (+0.017),league minutes (-0.163); minutes last season (-0.109); 3-season average minutes (-0.068); club squad rotation (-0.056); goal contributions per 90 (-0.039)
636703,goal contributions per 90 (+0.851); age (+0.506); assists per 90 (+0.135); position: Midfield (+0.074); goals per 90 (+0.046),league minutes (-0.325); minutes per appearance (-0.149); 3-season average minutes (-0.057); club squad rotation (-0.057); minutes last season (-0.033)
639712,age (+0.585); minutes last season (+0.191); league minutes (+0.135); height (+0.125); minutes per appearance (+0.035),league context (-0.316); goal contributions per 90 (-0.236); goals per 90 (-0.076); 3-season average minutes (-0.059); position: Midfield (-0.043)
639733,age (+0.465); goals per 90 (+0.028); height (+0.014); minutes consistency (+0.009); gap since last season (+0.008),league minutes (-0.367); club squad rotation (-0.249); minutes per appearance (-0.155); minutes last season (-0.127); league context (-0.123)
